FE_EJERCICIO;MU_CODINE;MU_NOMBRE;FE_FIESTAS
2026;03062;Daya Vieja;13 de abril, día de San Vicente, 8 de septiembre, día de la Patrona, la Virgen de Monserrate.
2018;03062;Daya Vieja;9 de abril, lunes, día de San Vicente y 7 de septiembre, viernes, víspera del día de la patrona, Nuestra Señora de Monserrat.
2019;03062;Daya Vieja;29 de abril, lunes, día de San Vicente y 9 de septiembre, lunes, día de la patrona, Nuestra Señora de Monserrate.
2020;03062;Daya Vieja; 20 de abril, lunes, día de San Vicente y 8 de septiembre, martes, día de la patrona, Nuestra Señora de Monserrate.
2021;03062;Daya Vieja; 12 de abril, lunes, día de San Vicente Ferrer, 8 de septiembre, miércoles, día de la patrona, Nuestra Señora de Monserrate.
2022;03062;Daya Vieja;25 de abril, lunes, día de San Vicente Ferrer, 8 de septiembre, jueves, día de la patrona, Nuestra Señora de Monserrate.
2023;03062;Daya Vieja; 17 de abril, lunes, día de San Vicente Ferrer, 8 de septiembre, viernes, día de la patrona, Nuestra Señora de Monserrate.
2024;03062;Daya Vieja; 8 de abril, lunes, día de San Vicente, 8 de septiembre, lunes, día de la patrona, Nuestra Señora de Monserrate.
2025;03062;Daya Vieja;17 de abril, jueves santo, 8 de septiembre, lunes, día de la Patrona, la Virgen de Monserrate.
2025;03063;Dénia;9 de julio, miércoles, Festividad de la La Stma. Sangre, 16 de agosto, sábado, Fiesta de San Roque.
2025;03063;Dénia;5 de septiembre, viernes, fiestas patronales, 22 de septiembre, lunes, San Mateo.
2025;03063;Dénia;28 de abril, lunes, San Vicente Ferrer , 9 de junio, lunes de Pentecostes.
2024;03063;Dénia; 10 de julio, miércoles, festividad de la Santísima Sangre, 16 de agosto, viernes, fiesta de San Roque.
2024;03063;Dénia; 6 de septiembre, viernes, 21 de septiembre, sábado.
2024;03063;Dénia; 8 de abril, lunes, San Vicente Ferrer, 20 de mayo, lunes de Pentecostés.
2023;03063;Dénia; 12 de julio, miércoles, festividad de la La Santísima Sangre, 16 de agosto, miércoles, fiesta de San Roque. JESÚS POBRE: 17 de abril, lunes, San Vicente, 29 de mayo, lunes de Pentecostes. LA XARA: 8 de septiembre, viernes, 21 de septiembre, jueves.
2022;03063;Dénia;13 de julio, miércoles, Festividad de la Santísima Sangre, 16 de agosto, martes, Fiesta de San Roque. LA XARA: 9 de septiembre, viernes, 21 de septiembre, miércoles. JESÚS POBRE: 25 de abril, lunes, San Vicente Ferrer, 6 de junio, Lunes de Pentecostés.
2021;03063;Dénia; 7 de julio, miércoles, Festividad de la Santísima Sangre, 16 de agosto, lunes, Fiesta de San Roque. LA XARA:  20 de septiembre, lunes y 21 de septiembre, martes. JESÚS POBRE:  12 de abril, lunes, San Vicente Ferrer, y 24 de mayo, lunes de Pentecostés.
2020;03063;Dénia; 8 de julio, miércoles, Festividad de La Santisímima Sangre y 20 de marzo, viernes. EATIM La Xara: 11 de septiembre, viernes y 21 de septiembre, lunes. EATIM Jesús Pobre: 20 de abril, lunes, San Vicente, y 1 de junio, lunes de Pentecostés.
2019;03063;Dénia;10 de julio, miércoles, Festividad de la La Santísima Sangre y 16 de agosto, viernes, San Roque.. LA XARA: 6 de septiembre, viernes y 20 de septiembre, viernes. JESÚS POBRE: 29 de abril, lunes, San Vicente, y 10 de junio, lunes de Pentecostés.
2018;03063;Dénia;DENIA: 11 de julio, miércoles, Festividad de La Santísima Sangre y 16 de agosto, jueves, San Roque. Eatim de La Xara: 7 de septiembre, viernes, Natividad de Nuestra Señora Santa Regina 21 de septiembre, viernes, San Mateo. Eatim de Jesús Pobre: 9 de abril
2026;03063;Dénia;Dénia: 13 de abril, Festividad de San Vicente y 8 de julio, Festividad de La Santísima Sangre.
2026;03063;Dénia;EATIM La Zara: 4 de septiembre, fiestas patronales, 21 de septiembre, San Mateo.
2026;03063;Dénia;EATIM Jesús Pobre: 13 de abril, San Vicente Ferrer , 25 de mayo, lunes de Pentecostes.
2026;03064;Dolores;27 de marzo, viernes de Dolor, 21 de septiembre, Nuestra Señora de los Dolores.
2018;03064;Dolores;23 de marzo, viernes de Dolor y 17 de septiembre, lunes, Nuestra Señora de los Dolores.
2019;03064;Dolores;12 de abril, viernes de Dolores y 16 de septiembre, lunes, Nuestra Señora de los Dolores.
2020;03064;Dolores; 3 de abril, Viernes de Dolor y 21 de septiembre, lunes, Nuestra Señora de los Dolores.
2021;03064;Dolores; 26 de marzo, Viernes de Dolor, 20 de septiembre, lunes, Nuestra Señora de los Dolores.
2022;03064;Dolores;8 de abril, viernes, Viernes de Dolor, 19 de septiembre, lunes, Nuestra Sra. de los Dolores
2023;03064;Dolores; 31 de marzo, viernes, Viernes de Dolor, 18 de septiembre, lunes, Nuestra Sra. de los Dolores.
2024;03064;Dolores; 22 de marzo, Viernes de Dolores, 16 de septiembre, lunes, Nuestra Sra. de los Dolores.
2025;03064;Dolores;11 de abril, viernes de Dolor, 22 de septiembre, lunes, Nuestra Señora de los Dolores.
2025;03065;Elche/Elx;28 de abril, lunes festividad de San Vicente Ferrer, 29 de diciembre, lunes, Festividad de la Venida de la Virgen.
2024;03065;Elche/Elx; 28 de marzo, jueves, Jueves Santo, 8 de abril, lunes, festividad de San Vicente Ferrer.
2023;03065;Elche/Elx; 17 de abril, lunes festividad de San Vicente Ferrer, 29 de diciembre, viernes, Festividad de la Venida de la Virgen.
2022;03065;Elche/Elx;25 de abril, lunes festividad de San Vicente Ferrer, 29 de diciembre, jueves, Festividad de la Venida de la Virgen.
2021;03065;Elche/Elx; 12 de abril, lunes festividad de San Vicente Ferrer, 29 de diciembre, miércoles, Festividad de la Venida de la Virgen.
2020;03065;Elche/Elx; 20 de abril, lunes festividad de San Vicente, y 29 de diciembre, martes, Festividad de la Venida de la Virgen.
2019;03065;Elche/Elx;29 de abril, lunes festividad de San Vicente, y 25 de julio, jueves, festividad de San Jaime.
2018;03065;Elche/Elx;9 de abril, lunes festividad de San Vicente, y 29 de diciembre, sábado, Festividad de la Venida de Nuestra Señora.
2026;03065;Elche/Elx;13 de abril, Festividad de San Vicente Ferrer, 29 de diciembre, Festividad de la Venida de la Virgen.
2026;03066;Elda;8 y 9 de septiembre, Fiestas Patronales.
2018;03066;Elda;29 de marzo, jueves, Fiestas de Semana Santa y 8 de septiembre, sábado, Fiestas Patronales.
2019;03066;Elda;10 de junio, lunes, Moros y Cristianos y 9 de septiembre, lunes y Fiestas Patronales.
2020;03066;Elda; 8 y 9 de septiembre, martes y miércoles, Fiestas Patronales.
2021;03066;Elda; 8 y 9 de septiembre, miércoles y jueves, Fiestas Patronales.
2022;03066;Elda;8 y 9 de septiembre, jueves y viernes, Fiestas Patronales.
2023;03066;Elda; 6 de abril, jueves, Jueves Santo, 8 de septiembre, viernes, Fiestas Patronales.
2024;03066;Elda; 28 de marzo, Jueves Santo, 9 de septiembre, lunes Fiestas Patronales.
2025;03066;Elda;8 de septiembre, lunes, Fiestas Patronales, 9 de septiembre, martes, Fiestas Patronales
2025;03067;Facheca;22 de agosto, viernes, Fiestas Patronales Espíritu Santo, 26 de diciembre, viernes, segundo día de Navidad.
2024;03067;Facheca; 23 de agosto, viernes, fiestas patronales Espíritu Santo, 26 de diciembre, jueves, segundo día de Navidad.
2023;03067;Facheca; 25 de agosto, viernes. Fiestas Patronales Espíritu Santo, 26 de diciembre, martes segundo día de Navidad.
2022;03067;Facheca;26 de agosto, viernes, fiestas patronales del Espíritu Santo, 26 de diciembre, lunes Segundo Día de Navidad.
2021;03067;Facheca; 19 de abril, lunes, 20 de agosto, viernes.
2020;03067;Facheca; 27 y 28 de abril, lunes y martes, respectivamente.
2019;03067;Facheca;23 y 26 agosto, viernes y lunes respectivamente.
2018;03067;Facheca;24 y 27 agosto, viernes y lunes respectivamente.
2026;03067;Facheca;21 de agosto, Fiestas Patronales Espíritu Santo, 8 de octubre, Puente Festividad Comunitat Valenciana.
2026;03068;Famorca;27 de marzo, 13 de abril.
2018;03068;Famorca;23 de marzo, viernes, Virgen de los Dolores y 9 de abril, lunes, San Vicente.
2019;03068;Famorca;12 de abril, viernes, Virgen de los Dolores y 29 de abril, lunes, Festividad de San Vicente.
2020;03068;Famorca; 3 de abril, viernes y 20 de abril, lunes.
2021;03068;Famorca; 26 de marzo, viernes, 12 de abril, lunes.
2022;03068;Famorca;8 de abril, viernes, 25 de abril, lunes.
2023;03068;Famorca; 31 de marzo, viernes, 17 de abril, lunes.
2024;03068;Famorca; 22 de marzo, viernes, 8 de abril, lunes.
2025;03068;Famorca;11 de abril, viernes, 28 de abril, lunes.
2025;03069;Finestrat;21 de agosto, jueves, 22 de agosto, viernes.
2024;03069;Finestrat; 23 de agosto, viernes, 24 de agosto, sábado.
2023;03069;Finestrat; 24 de agosto, jueves, 25 de agosto, viernes.
2022;03069;Finestrat;19 de agosto, viernes, 24 de agosto, miércoles.
2021;03069;Finestrat; 23 y 24 de agosto, lunes y martes.
2020;03069;Finestrat; 21 y 24 de agosto, viernes y lunes, respectivamente.
2019;03069;Finestrat;22 y 23 de agosto, jueves y viernes, respectivamente.
2018;03069;Finestrat;23 de agosto, jueves y 24 de agosto, viernes.
2026;03069;Finestrat;21 de agosto, 24 de agosto.
2026;03070;Formentera del Segura;24 de agosto, 29 de septiembre
2018;03070;Formentera del Segura;25 de mayo, viernes y 27 de agosto, lunes.
2019;03070;Formentera del Segura;24 de mayo, viernes y 26 de agosto, lunes.
2020;03070;Formentera del Segura; 24 de agosto, lunes y 29 de septiembre, martes.
2021;03070;Formentera del Segura; 28 de mayo, viernes, 30 de agosto, lunes.
2022;03070;Formentera del Segura;27 de mayo, viernes, 29 de agosto, lunes.
2023;03070;Formentera del Segura; 28 de agosto, lunes, 29 de septiembre, viernes.
2024;03070;Formentera del Segura; 24 de mayo, viernes, 26 de agosto, lunes.
2025;03070;Formentera del Segura;25 de agosto, lunes, 29 de septiembre, lunes.
2025;03071;Gata de Gorgos;6 de agosto, miércoles, Festividad del Santísimo Cristo, 29 de septiembre, lunes, festividad de San Miguel Arcángel.
2024;03071;Gata de Gorgos; 6 de agosto, martes, festividad del Santísimo Cristo, 8 de abril, lunes de San Vicente.
2023;03071;Gata de Gorgos; 17 de abril, lunes, San Vicente Ferrer, 29 de septiembre, viernes, festividad de San Miguel Arcàngel.
2022;03071;Gata de Gorgos;6 de agosto, sábado, Festividad del Santísimo Cristo del Calvario, 29 de septiembre, jueves, Festividad de San Miguel Arcángel.
2021;03071;Gata de Gorgos; 6 de agosto, viernes, Festividad del Santísimo Cristo del Calvario, 29 de septiembre, miércoles, Festividad de San Miguel Arcángel.
2020;03071;Gata de Gorgos; 6 de agosto, jueves, Festividad del Santísimo Cristo del Calvario y 29 de septiembre, martes, Festividad de San Miguel.
2019;03071;Gata de Gorgos;5 de marzo, último martes y 6 de agosto, martes, Festividad del Santísimo Cristo del Calvario.
2018;03071;Gata de Gorgos;6 de agosto, lunes, Festividad del Santísimo Cristo del Calvario y 29 de septiembre, sábado, Festividad de San Miguel Arcángel.
2026;03071;Gata de Gorgos;6 de agosto, Festividad del Santísimo Cristo, 29 de septiembre, Festividad de San Miguel Arcángel.
2026;03072;Gaianes;7 y 8 de septiembre.
2018;03072;Gaianes;3 y 4 de septiembre, lunes y martes, respectivamente.
2019;03072;Gaianes;2 y 3 de septiembre, lunes y martes, respectivamente.
2020;03072;Gaianes; 7 y 8 de septiembre, lunes y martes, respectivamente.
2021;03072;Gaianes; 6 y 7 de septiembre, lunes y martes.
2022;03072;Gaianes;5 y 6 de septiembre, lunes y martes, respectivamente.
2023;03072;Gaianes; 4 y 5 de septiembre, lunes y martes, respectivamente.
2024;03072;Gaianes; 2 y 3 de septiembre, lunes y martes, respectivamente.
2025;03072;Gaianes;8 septiembre, lunes y martes,  9 de septiembre, martes
2025;03073;Gorga;29 de agosto, viernes, víspera de las fiestas patronales, 26 de diciembre, viernes, día “Dels Llauradors”.
2024;03073;Gorga; 23 de agosto, viernes, víspera de las fiestas patronales, 26 de diciembre, jueves, Dia dels Llauradors.
2023;03073;Gorga; 25 de agosto, viernes, víspera de las fiestas patronales, 26 de diciembre, martes, día «Dels Llauradors».
2022;03073;Gorga;26 de agosto, viernes, víspera de las fiestas patronales, 26 de diciembre, lunes, día "Dels Llauradors".
2021;03073;Gorga; 27 de agosto, viernes, víspera de las fiestas patronales, 7 de diciembre, martes.
2020;03073;Gorga; 28 de agosto, viernes, víspera de las fiestas patronales y 7 de diciembre, lunes.
2019;03073;Gorga;30 de agosto, viernes, víspera de las fiestas patronales y 26 de diciembre, jueves, día del Labrador.
2018;03073;Gorga;31 de agosto, viernes, víspera de las fiestas patronales y 26 de diciembre, miércoles, día del Labrador.
2026;03073;Gorga;28 de agosto, víspera de las fiestas patronales, 28 de diciembre, día “Dels Llauradors”.
2026;03074;Granja de Rocamora;29 de junio, Festividad de San Pedro, 7 de octubre, Festividad de la Virgen del Rosario.
2018;03074;Granja de Rocamora;3 de mayo, jueves, Festividad de la Santa Cruz y 29 de junio, viernes, Festividad de San Pedro.
2019;03074;Granja de Rocamora;3 de mayo, viernes, Festividad de la Santa Cruz y 7 de octubre, lunes, Virgen del Rosario.
2020;03074;Granja de Rocamora; 4 de mayo, lunes, fiestas de la Cruz de Mayo y 29 de junio, lunes, Festividad de San Pedro.
2021;03074;Granja de Rocamora; 3 de mayo, lunes, fiestas de la Cruz de Mayo, 29 de junio, martes, Festividad de San Pedro.
2022;03074;Granja de Rocamora;3 de mayo, martes, Fiestas de la Cruz, 29 de junio, miércoles, fiesta de San Pedro.
2023;03074;Granja de Rocamora; 3 de mayo, miércoles, Fiestas de la Cruz, 29 de junio, jueves, fiesta de San Pedro.
2024;03074;Granja de Rocamora; 3 de mayo, viernes, fiestas de la Cruz, 7 de octubre, lunes, Virgen del Rosario.
2025;03074;Granja de Rocamora;3 de mayo, sábado, festividad Stma. Cruz, 7 de octubre, martes, festividad de la Virgen del Rosario.
2025;03075;Castell de Guadalest (El);9 de mayo, viernes, 14 de agosto, jueves.
2024;03075;Castell de Guadalest (El); 14 de agosto, miércoles, 16 de agosto, viernes.
2023;03075;Castell de Guadalest (El); 16 de agosto, miércoles, 17 de agosto, jueves.
2022;03075;Castell de Guadalest (El);16 de agosto, martes, 17 de agosto, miércoles.
2021;03075;Castell de Guadalest (El); 16 de agosto, lunes y 17 de agosto, martes.
2020;03075;Castell de Guadalest (El); 14 de agosto, viernes y 17 de agosto, lunes.
2019;03075;Castell de Guadalest (El);16 de agosto, miércoles y 17 de agosto, jueves.
2018;03075;Castell de Guadalest (El);16 de agosto, jueves y 17 de agosto, viernes.
2026;03075;Castell de Guadalest (El);14 de agosto, 17 de agosto.
2026;03076;Guardamar del Segura;24 de julio, víspera de la Festividad de Santiago Apóstol, 7 de octubre, Festividad de la Virgen del Rosario.
2018;03076;Guardamar del Segura;25 de julio, miércoles, Festividad de Santiago Apóstol y 8 de octubre, lunes, Víspera de la Festividad de Nuestra Señora del Rosario.
2019;03076;Guardamar del Segura;25 de julio, jueves, Festividad de Santiago Apóstol y 7 de octubre, lunes, Festividad de Nuestra Señora del Rosario.
2020;03076;Guardamar del Segura; 24 de julio, viernes, Festividad de Santiago Apóstol y 7 de octubre, miércoles, Festividad de Nuestra Señora del Rosario.
2021;03076;Guardamar del Segura; 23 de julio, viernes, Festividad de Santiago Apóstol, 7 de octubre, jueves, Festividad de Nuestra Señora del Rosario.
2022;03076;Guardamar del Segura;25 de julio, lunes, Festividad de Santiago Apóstol, 7 de octubre, viernes, Festividad de Nuestra Señora del Rosario.
2023;03076;Guardamar del Segura; 25 de julio, martes, festividad de Santiago Apóstol, 6 de octubre, viernes, festividad de Nuestra Señora del Rosario.
2024;03076;Guardamar del Segura; 25 de julio, jueves, festividad de Santiago Apóstol, 7 de octubre, lunes, festividad de Nuestra Señora del Rosario.
2025;03076;Guardamar del Segura;25 de julio, viernes, Festividad de Santiago Apóstol, 7 de octubre, martes, Festividad de la Virgen del Rosario.
2025;03077;Hondón de las Nieves/Fondó de les Neus (El);27 de febrero, jueves, festividad del último jueves, 5 de agosto, martes, festividad de Nuestra Señora de las Nieves.
2024;03077;Hondón de las Nieves/Fondó de les Neus (El); 8 de febrero, jueves, festividad del último jueves, 5 de agosto, lunes, festividad de Ntra. Sra. de las Nieves.
2023;03077;Hondón de las Nieves/Fondó de les Neus (El); 16 de febrero, jueves, festividad del último jueves, 5 de agosto, sábado, festividad de Ntra. Sra. de las Nieves.
2022;03077;Hondón de las Nieves/Fondó de les Neus (El);24 de febrero, jueves, festividad del último jueves, 5 de agosto, viernes, festividad de Ntra. Sra. de las Nieves.
2021;03077;Hondón de las Nieves/Fondó de les Neus (El); 11 de febrero, jueves, festividad del último jueves, 5 de agosto, jueves, festividad de Ntra. Sra. de las Nieves.
2020;03077;Hondón de las Nieves/Fondó de les Neus (El); 20 de febrero, jueves y 5 de agosto, miércoles.
2019;03077;Hondón de las Nieves/Fondó de les Neus (El);28 de febrero, Último Jueves, y 5 de agosto, lunes, Fiestas Patronales.
2018;03077;Hondón de las Nieves/Fondó de les Neus (El);8 de febrero, jueves, Último Jueves, y 29 de marzo, Jueves Santo.
2026;03077;Hondón de las Nieves/Fondó de les Neus (El);12 de febrero, Festividad del último jueves, 5 de agosto, Festividad de Nuestra Señora de las Nieves.
2026;03078;Hondón de los Frailes;12 de febrero, Festividad “Último jueves”, 31 de agosto, Fiestas Patronales.
2018;03078;Hondón de los Frailes;8 de febrero, jueves, Último Jueves, y 27 de agosto, lunes, Fiestas Patronales.
2019;03078;Hondón de los Frailes;28 de febrero, Último Jueves, y 26 de agosto, lunes, Fiestas Patronales.
2020;03078;Hondón de los Frailes; 20 de febrero, jueves, Último Jueves, y 31 de agosto, lunes, Fiestas Patronales.
2021;03078;Hondón de los Frailes; 11 de febrero, jueves, Último Jueves, 30 de agosto, lunes, Fiestas Patronales.
2022;03078;Hondón de los Frailes;24 de febrero, jueves, 29 de agosto, lunes Fiestas Patronales
2023;03078;Hondón de los Frailes; 16 de febrero, jueves, 28 de agosto, lunes Fiestas Patronales.
2024;03078;Hondón de los Frailes; 8 de febrero, último jueves, 26 de agosto, lunes, fiestas patronales.
2025;03078;Hondón de los Frailes;27 de febrero, jueves, festividad “Último jueves”, 1 de septiembre, lunes Fiestas Patronales.
2025;03079;Ibi;12 de septiembre, viernes, 15 de septiembre, lunes.
2024;03079;Ibi; 13 de septiembre, viernes, 16 de septiembre, lunes.
2023;03079;Ibi; 15 de septiembre, viernes, 18 de septiembre, lunes.
2022;03079;Ibi;16 de septiembre, viernes, 19 de septiembre, lunes.
2021;03079;Ibi; 10 de septiembre, viernes y 13 de septiembre, lunes.
2020;03079;Ibi; 11 de septiembre, viernes y 14 de septiembre, lunes.
2019;03079;Ibi;13 de septiembre, viernes y 16 de septiembre, lunes.
2018;03079;Ibi;14 de septiembre, viernes y 17 de septiembre, lunes.
2026;03079;Ibi;11 de septiembre, 14 de septiembre.
2026;03080;Jacarilla;13 de abril, San Vicente, 8 de septiembre, Virgen de Belén.
2018;03080;Jacarilla;9 de abril, lunes, San Vicente Ferrer, y 8 de septiembre, sábado, Virgen María de Belén.
2019;03080;Jacarilla;29 de abril, lunes, San Vicente Ferrer, y 9 de septiembre, lunes, Virgen de Belén.
2020;03080;Jacarilla; 20 de abril, lunes, San Vicente Ferrer, y 8 de septiembre, martes, Virgen de Belén.
2021;03080;Jacarilla; 12 de abril, lunes, San Vicente Ferrer, 8 de septiembre, miércoles, Virgen de Belén.
2022;03080;Jacarilla;25 de abril, lunes, San Vicente Ferrer, 8 de septiembre, jueves, Virgen de Belén.
2023;03080;Jacarilla; 17 de abril, lunes, San Vicente Ferrer, 8 de septiembre, viernes, Virgen de Belen.
2024;03080;Jacarilla; 8 de abril, lunes, San Vicente Ferrer, 9 de septiembre, lunes, Virgen de Belén.
2025;03080;Jacarilla;28 de abril, lunes, San Vicente, 8 de septiembre, lunes, Virgen de Belén.
2025;03081;Xaló;4 de agosto, lunes, Festividad de Santo Domingo, 20 de octubre, lunes, Festividad de La Virgen Pobre.
2024;03081;Xaló; 5 de agosto, lunes, festividad de Santo Domingo, 21 de octubre, lunes, festividad de la Virgen Pobre.
2023;03081;Xaló; 4 de agosto, viernes, Festividad de Santo Domingo, 16 de octubre, lunes, Festividad de La Virgen Pobre.
2022;03081;Xaló;4 de agosto, jueves, Festividad de Santo Domingo, 17 de octubre, lunes, Festividad de La Virgen Pobre.
2021;03081;Xaló; 4 de agosto, miércoles, Festividad de Santo Domingo y 18 de octubre, lunes, Festividad de La Virgen María Pobre.
2020;03081;Xaló; 4 de agosto, martes, Festividad de Santo Domingo y 19 de octubre, lunes, Festividad de La Virgen María Pobre.
2019;03081;Xaló;5 de agosto, lunes, Festividad de Santo Domingo y 21 de octubre, lunes, Festividad de La Virgen María Pobre.
2018;03081;Xaló;6 de agosto, lunes, Festividad de Santo Domingo y 22 de octubre, lunes, Festividad de la Virgen María Pobre.
2026;03081;Xaló;4 de agosto, Festividad de Santo Domingo, 19 de octubre, Festividad de La Virgen Pobre.
2026;03082;Xàbia/Jávea;13 de abril, Fiesta de San Vicente, 8 de septiembre, Fiesta de Nuestra Señora de Loreto.
2018;03082;Xàbia/Jávea;3 de mayo, jueves, subida de Jesús de Nazaret y festividad de la Santa Cruz, y 8 de septiembre, sábado, Fiesta de Nuestra Señora de Loreto.
2019;03082;Xàbia/Jávea;3 de mayo, viernes, subida de Jesús de Nazaret y festividad de la Santa Cruz, y 29 de abril, lunes, Fiesta de San Vicente.
2020;03082;Xàbia/Jávea; 20 de abril, lunes, Fiesta de San Vicente y 8 de septiembre, martes, Fiesta de Nuestra Señora de Loreto.
2021;03082;Xàbia/Jávea; 3 de mayo, lunes, Subida de Jesús Nazareno, 8 de septiembre, miércoles, Fiesta de Nuestra Señora de Loreto.
2022;03082;Xàbia/Jávea;3 de mayo, martes, Subida de Jesús Nazareno, 8 de septiembre, jueves, Fiesta de Nuestra Señora de Loreto.
2023;03082;Xàbia/Jávea; 3 de mayo, miércoles, Subida de Jesús Nazareno, 8 de septiembre, viernes, fiesta de Nuestra Señora de Loreto.
2024;03082;Xàbia/Jávea; 8 de abril, lunes, fiesta de San Vicente, 3 de mayo, viernes, subida de Jesús Nazareno.
2025;03082;Xàbia/Jávea;28 de abril, lunes, fiesta de San Vicente, 8 de septiembre, lunes, Fiesta de Ntra. Sra. de Loreto.
2025;03083;Xixona/Jijona;20 de enero, lunes, festividad de San Sebastián, 25 de agosto, lunes, tercer día de las Fiestas de Moros y Cristianos.
2024;03083;Xixona/Jijona; 8 de abril, lunes, 26 de agosto, lunes.
2023;03083;Xixona/Jijona; 20 de enero, viernes festividad de San Sebastián, 21 de agosto, lunes, tercer día de las Fiestas de Moros y Cristianos.
2022;03083;Xixona/Jijona;20 de enero, jueves, 22 de agosto, lunes.
2021;03083;Xixona/Jijona; 20 de enero, miércoles y 23 de agosto, lunes.
2020;03083;Xixona/Jijona; 20 de enero, lunes y 24 de agosto, lunes.
2019;03083;Xixona/Jijona;29 de abril, lunes y 26 de agosto, lunes.
2018;03083;Xixona/Jijona;9 de abril, lunes y 20 de agosto, lunes.
2026;03083;Xixona/Jijona;20 de enero, Festividad de San Sebastián, 24 de agosto, tercer día de las Fiestas de Moros y Cristianos.
2026;03084;Orxa (L')/Lorcha;17 de julio, 20 de julio.
2018;03084;Orxa (L')/Lorcha;20 y 23 de julio, viernes y lunes.
2019;03084;Orxa (L')/Lorcha;19 de julio, viernes y 22 de julio, lunes, Fiestas Mayores.
2020;03084;Orxa (L')/Lorcha; 17 y 20 de julio, viernes y lunes.
2021;03084;Orxa (L')/Lorcha; 16 y 19 de julio, viernes y lunes.
2022;03084;Orxa (L')/Lorcha;22 y 25 de julio, viernes y lunes.
2023;03084;Orxa (L')/Lorcha; 21 de julio, viernes, 24 de julio, lunes.
2024;03084;Orxa (L')/Lorcha; 19 de julio, viernes, 22 de julio, lunes.
2025;03084;Orxa (L')/Lorcha;18 de julio, viernes, 21 de julio, lunes.
2025;03085;Llíber;18 de agosto, lunes, 19 de agosto, martes.
2024;03085;Llíber; 16 de agosto, viernes, 19 de agosto, lunes.
2023;03085;Llíber; 16 y 17 de agosto, miércoles y jueves, respectivamente.
2022;03085;Llíber;16 y 17 de agosto, martes y miércoles, respectivamente.
2021;03085;Llíber; 16 y 17 de agosto, lunes y martes.
2020;03085;Llíber; 17 y 18 de agosto, lunes y martes, respectivamente.
2019;03085;Llíber;14 y 16 de agosto, miércoles y viernes.
2018;03085;Llíber;16 y 17 de agosto, jueves y viernes, respectivamente.
2026;03085;Llíber;17 de agosto y 18 de agosto.
2026;03086;Millena;10 de julio, víspera de Fiestas Patronales, 13 de julio, segundo día Fiestas Patronales.
2018;03086;Millena;13 de julio, viernes, vísperas Fiestas Patronales y 16 de julio, lunes, segundo día de las Fiestas Patronales.
2019;03086;Millena;12 de julio, viernes, Víspera de Fiestas Patronales y 15 de julio, lunes, segundo día de Fiestas Patronales.
2020;03086;Millena; 10 de julio, viernes, vísperas Fiestas Patronales y 13 de julio, lunes, segundo día de las Fiestas Patronales.
2021;03086;Millena; 9 de julio, viernes, vísperas Fiestas Patronales, 12 de julio, lunes, segundo día de las Fiestas Patronales.
2022;03086;Millena;8 de julio, viernes, vísperas Fiestas Patronales, 11 de julio, lunes, segundo día de las Fiestas Patronales.
2023;03086;Millena; 7 de julio, viernes, vísperas Fiestas Patronales, 10 de julio, lunes, segundo día de las Fiestas Patronales.
2024;03086;Millena; 12 de julio, viernes, vísperas fiestas patronales, 15 de julio, lunes, segundo día de las fiestas patronales.
2025;03086;Millena;11 de julio, viernes, víspera de Fiestas Patronales, 14 de julio, lunes, segundo día Fiestas Patronales.
2025;03088;Monforte del Cid;28 de abril, lunes, 9 de diciembre, martes.
2024;03088;Monforte del Cid; 17 de mayo, viernes, 9 de diciembre, lunes.
2023;03088;Monforte del Cid; 17 de mayo, miércoles, San Pascual, 7 de diciembre, jueves, Fiestas Patronales.
2022;03088;Monforte del Cid;17 de mayo, martes, 7 de diciembre, miércoles.
2021;03088;Monforte del Cid; 17 de mayo, lunes, 7 de diciembre, martes.
2020;03088;Monforte del Cid; 7 y 9 de diciembre, lunes y miércoles, respectivamente, Fiestas de Moros y Cristianos.
2019;03088;Monforte del Cid;17 de mayo, viernes, San Pascual y 9 de diciembre, lunes, Fiestas de Moros y Cristianos.
2018;03088;Monforte del Cid;17 de mayo, jueves, San Pascual y 7 de diciembre, viernes, Fiestas de Moros y Cristianos.
2026;03088;Monforte del Cid;7 de diciembre, 9 de diciembre.
2026;03089;Monòver/Monóvar;13 de abril, lunes de San Vicente, 8 de septiembre, celebración de las Fiestas Patronales.
2018;03089;Monòver/Monóvar;9 de abril, lunes, San Vicente y 10 de septiembre, lunes, Fiestas Patronales.
2019;03089;Monòver/Monóvar;29 de abril, lunes, San Vicente y 9 de septiembre, lunes, Fiestas Patronales.
2020;03089;Monòver/Monóvar; 20 de abril, lunes, San Vicente y 8 de septiembre, martes, Fiestas Patronales.
2021;03089;Monòver/Monóvar; 12 de abril, lunes, San Vicente Ferrer, 8 de septiembre, miércoles, Fiestas Patronales.
2022;03089;Monòver/Monóvar;25 de abril, lunes, San Vicente Ferrer, 8 de septiembre, jueves, Fiestas Patronales.
2023;03089;Monòver/Monóvar; 17 de abril, lunes, San Vicente Ferrer, 8 de septiembre, viernes, Fiestas Patronales.
2024;03089;Monòver/Monóvar; 8 de abril, lunes, San Vicente, 9 de septiembre, lunes, fiestas patronales.
2025;03089;Monòver/Monóvar;28 de abril, lunes de San Vicente, 8 de septiembre, lunes, celebración de las Fiestas Patronales.
